,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
cg21582633>WASH3P,3.021139129,2.014924178,5.369244803,5.054605931,2.762950023,3.670620002,2.304133223,4.19811991,5.225415173,2.246702086,4.73587898,2.445829018,5.714975591,4.553448074,4.414499012,2.519539697,5.006157879,5.201433335,5.401088239,4.619952123,2.996683032,2.815781515,1.838840843,4.790712104,2.739130631
cg16835101>NA,5.940323255,4.676134915,2.653665092,3.359593204,4.267359724,1.523865066,4.637980798,6.596619332,1.635644371,1.513244566,2.796196902,3.859235808,1.510069501,3.904682472,1.620330668,1.602557627,1.410247768,3.361827676,2.623890256,1.848338365,2.758476758,1.604450565,6.317274129,3.17819829,2.948625432
cg04398451>MYO15A,6.827900418,4.312997042,3.08390108,3.767113404,2.644775724,6.847088207,3.437089369,7.15844433,3.131868678,6.971211063,6.615848774,6.851372817,7.419696184,2.273380551,6.73087566,2.623448328,2.884639825,2.284132638,7.017282251,2.917718468,3.615874697,2.808023895,3.02701802,3.012654074,7.473605286
cg15057747>NCRNA00200,7.02335319,7.80959859,7.835828887,3.772192453,4.433028102,4.960302018,4.252194149,6.410351373,7.937220744,4.384567251,2.522507846,4.703902789,8.317686801,3.924000495,7.617890614,4.732000265,4.434948575,7.671289664,6.972793664,4.462273618,4.904457091,7.527286942,4.455533581,5.024566946,5.318056218
rs2208123>NA,0.289648757,0.3435515,1.788130299,1.656897161,1.577356047,1.634589337,0.235097103,1.678235453,0.242049683,1.617780516,1.51872306,4.108843352,1.423839895,3.821393727,3.499898506,1.461430875,3.859944866,4.301836712,0.253596642,0.24818163,3.556397241,3.95578168,1.641854882,2.412760166,3.851417674
cg18025438>NA,2.155877409,0.397794244,1.591419479,0.545549138,3.83776261,1.740095724,1.707562521,0.5830424,1.610274306,3.20647386,3.26437746,0.697271136,1.354712726,3.765286013,2.768096672,0.482763892,2.750227957,2.780370588,0.449534952,1.19192542,0.511305437,3.608883756,0.807375447,3.553574465,4.611766873
cg21472517>NA,3.034809107,4.631116916,3.651471941,3.088005155,5.165953909,2.758828938,3.314777019,5.242064937,2.069152895,3.140544353,4.693982522,4.635957928,3.743399053,3.042071701,5.991805386,2.997903274,2.466220707,4.433190792,5.74173416,6.494185856,5.316537069,6.001303544,4.498175596,2.741117153,5.550908722
cg06766960>NA,3.808626524,5.02717353,4.58992333,6.484469799,2.150286711,2.310714435,4.348777983,4.2914649,4.574893022,4.373436795,2.565895362,2.324190295,4.629979129,2.126981286,2.206491953,1.652277398,3.019226583,2.228595625,2.560256496,1.570661172,1.820202817,4.430701898,2.037911534,4.859429366,4.353312294
cg10327440>CDC42BPA,1.706142865,1.527009455,4.223308278,3.974627308,4.006349824,1.532685368,0.107716046,1.529875212,1.932758195,3.19995379,1.589358337,3.683139727,4.464434038,1.332024211,3.547974713,1.368726374,1.570575252,0.224604385,4.687168566,1.382031048,1.58380318,3.42009643,4.34920182,3.099015981,0.512853876
cg20285974>NA,2.376995351,5.470335887,3.57183181,3.39501328,4.446699295,1.270839459,1.249251185,2.047113312,2.400990107,2.366244946,6.043923844,3.21533049,1.493680065,3.489754754,4.921745452,4.543269971,3.283409177,5.656393703,6.029977482,6.194692897,3.323187645,5.158467538,1.927494601,4.286566283,3.602748299
cg23314972>MRPL23,5.667056693,4.046434009,6.034416803,6.846741561,7.054166815,5.346359227,5.00968571,3.764138538,6.005802712,4.774144106,6.333993475,4.057858707,3.514695754,6.440500644,6.399245942,4.030664233,2.674214714,4.552471638,3.589017,7.088503636,3.936725589,7.287508046,2.890142274,5.096560986,3.83460948
cg03847932>PPP4R2,5.413884873,5.599745994,5.26288398,2.792055975,5.584052905,5.810130559,2.687986489,5.706625246,1.816345695,2.551084154,1.380213431,3.151206314,3.234200261,5.472354481,5.585459818,2.413965731,5.453740054,2.379193996,2.692445733,2.241259225,1.898459619,2.374602691,3.311513904,3.209626849,2.086238946
cg03600270>FHOD1,5.864590602,3.583358146,3.499386318,2.940589556,6.001267035,2.735043677,4.827058885,4.080651309,2.546963278,5.334398582,5.498894271,3.586532743,2.554251772,3.569885845,5.499669815,2.90742873,2.786371787,4.91130161,4.855910133,5.935775788,6.261850824,4.341606362,2.905973856,2.86737432,4.670635629
cg01537765>LIPE,4.698751847,3.657812021,3.298288423,6.188066618,3.667902969,2.816655426,6.531434524,3.962411148,6.788014865,5.807156532,5.967425343,6.279385266,4.654338645,6.542659368,3.164591916,6.1873786,5.651172323,4.635661088,2.201238252,3.496772899,4.089111616,5.076932773,6.298630731,4.500768487,3.892017456
cg17611936>PRKAG2,5.124891392,4.993883858,4.413565876,6.206560103,5.487323389,4.616923239,0.783138944,0.505534672,5.723463018,2.505902375,2.321453044,0.859409053,5.169328737,2.277763818,2.638871213,4.620822338,4.993813711,5.202768685,1.185514888,4.90221348,5.50934618,5.784154086,2.536973393,5.338235117,2.669137306
cg02470697>GTF2A1L;STON1-GTF2A1L,6.255997683,4.693324365,4.486464513,4.584104632,3.659332603,2.684955493,6.181686407,4.807671351,2.936371957,2.638789491,3.129424104,6.38496985,1.673945873,5.370323336,3.844997957,2.30986087,2.880229287,2.978700068,4.197018014,4.115699722,3.729936971,6.042855542,5.996954081,4.189519435,5.525528958
cg12081754>SLC39A14,2.215088499,2.021706617,4.706360821,1.761309315,5.597579588,1.859897909,1.937769849,4.831285433,2.096218979,1.717334785,5.028092571,2.144981982,5.328771756,4.873616751,5.36513614,2.280149003,4.343038787,1.756256778,5.655898054,1.895454429,4.914127385,2.423868454,4.833776526,4.719576921,2.810145301
cg16439798>HDAC4,3.143862716,4.67695591,5.659198957,2.484461104,2.96949506,4.251861647,5.537773245,2.690729661,6.32635363,3.545841259,3.614399474,2.759643321,2.203892079,5.453046233,5.360331757,2.852941246,3.723257169,5.201025649,5.526118105,6.781245391,4.879060353,4.077541089,2.197338995,4.2419567,4.612960774
cg17746638>NA,2.252281126,2.179770017,4.36291218,4.699806649,1.864888392,4.875632527,4.941630528,4.923561222,4.998581113,5.406053833,1.959512459,3.840997476,5.380042874,2.094765712,2.183557951,1.788106357,2.125425526,3.028020757,2.920880172,4.300840935,4.413475447,2.531568845,4.823591012,4.377660871,2.710782512
cg26076054>AHRR,5.569328031,3.21950788,5.221470718,2.951732268,5.732958663,4.784837754,5.428082486,2.549291552,3.826347673,5.000749315,3.212732886,6.63883732,6.393121103,3.029411907,5.682089251,2.054310479,2.812878798,3.470080591,2.063080026,3.304846731,6.042071167,3.940670918,2.647167287,2.475379982,4.202513105
cg04663285>B4GALNT4,5.417846498,6.43906917,3.801428054,6.862322078,6.361346892,3.008746748,4.670050185,4.602896957,5.043697848,6.536918897,3.196891133,5.434755471,5.777660857,4.016423052,6.081905646,3.464390804,2.76622492,5.518823045,5.880829584,3.275578344,2.6483213,2.814345371,4.049895454,6.104216578,4.50757235
cg17920646>NA,4.627296133,1.344709085,4.702662243,3.867632782,0.570780847,4.872330712,4.728331042,2.373494787,4.165580478,3.601940433,1.639621774,4.495402352,4.08562393,4.161080618,1.992108044,1.363784934,1.564454304,1.973909361,1.196046402,1.653454312,2.738002207,2.118674386,1.824608853,0.200313638,2.405799684
cg07338119>NA,2.467838848,2.478801451,2.838639585,2.335392727,2.519011806,5.770070241,2.405595535,4.55115784,2.142079061,5.226058308,3.051857591,5.984170725,4.103655755,2.806081775,6.102488856,3.290432864,2.117672507,3.081846475,4.434845389,6.181830154,2.960795157,6.291609566,5.464656328,4.522860869,4.611276588
cg06657917>HCN2,6.250340224,5.956057875,2.525136857,4.450434907,3.012993816,2.896272585,4.151796549,4.921621127,6.513344923,6.744283156,3.326786174,6.14677831,5.551179447,2.999671885,3.021806179,1.85967503,3.080153662,3.319191956,1.623207034,1.648038555,1.963000473,2.156379647,3.805617983,5.663085586,3.345153744
cg07792871>HCG9,1.713202918,3.547617296,1.694935038,0.289907214,4.102472394,2.932476747,0.225730179,1.718031734,1.671871421,1.389372785,3.231429474,1.622941561,5.418337493,0.181950374,2.7875297,1.601687273,3.86236714,4.544216599,4.765583883,1.759062272,0.220266427,1.369108444,4.455937176,3.832149052,2.621624189
cg08573926>NA,2.191865463,1.627947966,2.135169064,4.523616248,1.410544199,1.706710789,4.785455258,4.810344645,3.556877241,5.698666657,4.723649734,2.403634121,4.530946007,1.602212482,1.282653711,1.697608844,1.118330972,1.580926542,2.718273424,5.33002768,2.388305753,4.415664485,4.624747265,5.250036733,2.365928375
cg03307425>GAK,5.722071637,3.869240513,3.231745061,5.42077742,3.164021913,3.224292964,5.960382227,4.802576134,6.933195562,5.040159463,6.477957792,6.757179062,5.18538219,6.571198988,2.536700869,6.941752754,6.647939336,6.091835636,3.861762554,5.290849829,3.503890418,6.311907421,6.931797524,4.240561824,5.897034975
cg19181528>NA,5.064499598,4.867275744,4.935473901,0.647669471,3.386843958,1.157093085,1.502385548,1.089178196,1.446519927,1.160346795,2.526588986,1.101717517,0.811062549,4.583740068,2.279982913,3.145894382,4.305906017,0.33244893,4.845468172,1.263294659,3.381564633,3.130285073,1.93685209,3.007134346,3.471406868
rs9292570>NA,0.06127905,5.618984603,1.627439076,1.544059728,1.636585579,6.148879647,1.643839053,6.076883358,6.25287143,5.359376677,6.266417917,6.192856247,0.053972053,5.796941785,0.065904555,1.630795998,5.532088845,6.052590256,5.842586938,1.605452063,5.474199294,1.602231231,1.796052674,5.211787239,0.060774799
cg00493304>GTF2A1L;STON1-GTF2A1L,6.26845202,5.02933061,4.679034777,5.498055263,3.729209234,2.748164793,5.961007101,5.097667047,3.036360299,2.81647562,3.197851931,6.249642573,1.537976363,5.606570393,4.300583056,2.110624678,2.955118767,2.823227753,4.0127552,3.879934249,3.864301741,5.922667038,6.101787366,4.718606928,4.961627296
cg07099606>NA,2.78606505,2.817834683,5.507708521,3.886539283,5.872319219,5.793010211,2.412011424,2.781510523,3.912857652,3.09334935,2.014990504,5.402452004,2.568448897,6.109372008,6.135205073,6.055028058,2.106160647,2.527874591,6.411956575,5.856490808,5.839349707,5.28299951,5.705711031,2.295499632,5.502125813
cg04146151>PKD1,5.702308907,2.963883053,4.331162178,4.234153612,2.414859105,6.251489133,4.097567025,3.226731504,7.052883038,5.889056169,3.706003451,3.985682748,3.300700838,5.781756288,5.668675292,5.337578225,5.532012728,3.86337338,3.362075141,3.013037608,2.518476223,6.596957292,6.494921009,3.070337393,6.467104776
cg11414415>TNKS1BP1,3.722047387,5.512214326,4.724160646,2.925867229,2.86259914,5.198858874,2.927699669,3.159585895,5.821809586,2.712673401,4.230577549,4.682922824,2.673628504,4.327314623,5.424094077,2.360921931,2.621546612,3.704076181,6.753572295,6.288275835,5.448103851,4.795559936,2.779890646,3.919086612,6.031969664
cg11229315>AHDC1,4.59313431,7.777840158,7.012720241,5.762052105,5.93242476,7.002067634,4.310542092,4.80878985,8.337295377,3.465927997,5.861415723,4.529993618,6.234120707,7.174454993,7.217817598,3.565701288,3.701147025,5.582805474,8.342957495,7.869961355,5.519322972,5.711541445,3.848783964,4.641202765,7.86544869
cg05827468>NA,7.181740979,7.461955529,7.219992614,6.084793038,6.126275877,4.238529815,7.521150527,7.119609523,4.881338758,5.535123831,6.649376711,6.263177672,5.438872956,4.246297277,6.360917458,3.258253038,4.668432615,5.773124955,3.605580496,5.079402862,5.03873251,4.096881214,7.263356208,7.152173148,2.454655881
cg02820072>TDRD12,5.747572829,3.11763996,4.676609406,5.766932456,2.769875624,3.138419996,6.689497783,5.259148783,7.023505181,2.951857955,4.73125071,6.503265992,6.309893613,4.78812269,4.618942189,4.081481753,3.481218908,3.18536248,3.522819913,4.408529319,6.007246539,2.944210559,6.25947596,6.037246193,4.339401761
cg06726860>FGF8,7.246655219,4.154659651,3.623042871,4.777530082,4.861396551,3.127979555,6.042334686,7.254720392,3.839658015,3.878628649,3.134533565,7.688603971,6.380391641,2.906214474,6.378564801,3.143723441,4.617078906,4.065108704,6.3733309,3.11882013,6.732435059,5.864616346,4.832363896,3.733770353,6.100842844
cg14013597>NA,6.824833382,2.909765067,7.711787115,6.007692736,6.589880695,3.878075388,7.632746109,2.229833834,6.755977676,5.221870349,4.67757044,3.238640467,5.417486591,5.094917051,4.532972364,3.23674253,2.756047957,3.79293809,4.280815619,4.920949188,4.158177591,6.538055575,7.122279333,4.406957107,3.814632841
cg23649088>C2orf69,4.409598116,4.595917434,2.189271572,2.009656437,2.006358071,0.780893413,2.051963306,4.346251832,4.723559552,4.521533372,5.200796205,1.42537429,1.178012056,1.091059655,4.426018843,3.754795085,1.058715707,0.784331582,1.96513925,4.243366587,4.292404756,0.693641082,0.859739557,1.949689574,1.875405587
cg09300795>ADCY9,4.942190591,6.402336369,2.502460449,5.910708211,2.77121188,5.440211662,5.123120445,4.377876199,5.937800587,3.422616197,2.100643322,3.124967834,4.460760445,2.785591766,2.420753471,2.972967207,5.921777906,2.941221589,5.433517691,4.185554848,5.694942228,2.648355203,3.621615242,6.249353127,2.288156874
cg21158163>NA,4.995599894,5.091225504,5.063439318,0.513179461,3.822297889,1.298204664,1.525591892,1.302446253,1.701087547,1.101674307,2.863794302,0.968869592,0.600584962,4.757084204,2.362153763,2.845413963,4.576786467,0.42464985,4.448296007,0.892517102,3.831575521,3.938679687,1.812276254,2.69888821,2.725121033
cg17165241>PKP3,5.780350221,4.450557087,5.076920332,6.328510848,4.681069355,1.460399962,1.931061286,1.761693604,3.12171658,5.628009302,4.278853551,2.382759385,6.5010677,3.92236546,1.327439434,3.001277096,2.414594132,1.702249799,3.236648834,1.899218227,1.78809211,1.432328825,4.591912246,4.296843248,1.465416156
cg25178784>C11orf2,5.815673706,3.874191222,7.328388541,6.73404947,6.577411075,6.889396546,4.859285157,4.077892695,7.602279652,7.124113293,6.783513981,4.479434658,2.694525101,5.488476843,6.764722802,3.901236944,3.080572581,5.580907961,7.046237829,7.128222278,5.652600959,5.695949117,3.925922328,7.227855638,3.774420793
cg06662140>KLHDC7A,4.912272648,3.488504171,4.425905183,3.659945475,6.847741928,2.928428216,3.893423311,6.143258699,5.638890959,7.073529668,4.228373028,2.132042476,6.778234482,3.807718629,7.081571435,2.558009374,3.842856219,3.545766405,6.491791038,4.347091762,6.783488735,2.581492851,3.375015239,5.752356872,6.316420908
cg13902645>NA,2.230329023,5.21839453,2.628147215,4.042606729,6.843699527,5.510614487,7.067885367,4.634748276,3.337702909,4.175640291,6.720249679,3.537482539,4.546698746,3.225052813,2.871417137,2.289755726,2.001944272,2.208184646,5.492352535,2.305761178,2.126411649,2.261164262,6.943813433,6.003754239,2.19354698
cg23248424>GFPT2,2.16043594,2.337244657,4.859119051,5.09662329,5.154011711,3.791620296,5.334497493,1.10442055,4.992445846,1.801620066,1.903509535,2.672948389,1.327209319,2.061157645,3.063374071,1.20828243,1.688474857,3.440356127,5.018199147,3.571855622,2.087896504,4.871929355,3.728672807,4.397447524,5.679903534
cg05528899>NA,5.37901434,1.313416195,1.459042906,5.327040467,5.146213095,5.150199609,1.297596081,1.163923743,1.325866351,1.201528746,5.499581067,5.541205062,1.450408073,0.237954473,0.761893071,4.180986056,5.411959243,5.492487959,5.947286862,5.288523836,1.254624993,1.107325704,5.21128804,0.277233073,0.712850582
rs798149>NA,6.553014689,1.19643744,6.395779137,6.340538367,0.044398765,6.330281536,0.0527208,1.293623657,0.027979189,1.202735973,1.204806563,6.616508739,1.019083882,0.049799737,5.890517207,1.221803592,1.102970632,0.030357461,1.014418731,1.196277336,1.278622477,6.396894438,6.080998869,6.338363486,6.274279424
cg02524346>NA,6.682328332,2.436476136,6.278590491,2.797310628,5.597415312,6.497136464,2.024841392,5.833164316,6.689331944,7.054882825,6.26756352,3.054900755,3.686382954,2.760312207,5.724106958,2.045978715,2.449008041,5.808493256,6.577650033,6.804742592,7.144360111,2.482748682,7.153426152,5.700315617,3.217687318
cg07202869>NA,5.791436462,6.66771254,2.40930959,3.553846478,2.176176046,2.588899252,3.330928103,2.688200303,7.070905684,2.665004323,4.250533985,2.682626028,6.048354925,3.078237153,3.420396137,2.153813945,5.954019402,6.317706115,4.403338044,5.804520917,3.314099287,5.668561838,4.21937116,4.418442604,7.454359119
cg18155407>TDRD12,6.588367131,3.013335217,3.981911336,6.446522027,2.507341831,2.642730541,6.399043114,6.18544054,6.835382972,2.358377024,4.253025699,6.7467788,5.847525039,3.609113037,5.300028807,3.060777154,3.123298225,2.881845932,3.837890663,4.054174656,5.959056079,2.673774071,6.581443021,4.428827517,4.466969235
cg03605463>NA,3.733379305,2.848849922,6.909109838,6.119336554,2.459039022,2.616508639,6.809828733,3.14392904,6.601856576,6.850420278,6.588324401,3.415875571,4.092950097,3.693124258,5.86057908,4.768882125,4.97194623,2.787352775,4.457419924,6.68579171,6.575567682,4.088927325,2.98525024,4.384234595,3.099214332
cg19384241>NA,1.989051472,4.907247458,5.276391104,1.890449825,4.897373753,0.085403907,4.763642932,1.968090431,2.076206632,5.663654069,2.128098634,1.745579839,5.78362842,2.004203806,1.969041765,4.935158336,1.915419713,4.562326228,1.861728479,4.948253059,4.863860795,1.893290822,5.699893624,1.908448242,6.556472709
cg18277682>C1orf69,6.310194497,3.01646619,2.584595299,6.557433043,6.534391897,2.978434642,2.605254638,3.578678309,6.22729839,3.755000169,5.837219339,3.756120771,5.744534969,2.73699606,6.629640596,3.362971734,1.789836269,6.194467615,3.991945932,5.831929836,2.729795803,1.681808096,3.704560144,1.639787381,1.909701005
rs10033147>NA,4.831212361,4.649813681,4.735139404,4.801523042,1.582467044,4.597307491,5.019072014,1.360906006,0.219849491,1.789319722,1.570081776,0.190497754,5.517062375,1.511578968,4.530366256,4.824356172,1.254655985,4.720569811,5.407360534,1.611846934,0.196797848,1.260643813,5.294663683,1.47890133,1.720221247
cg11893698>TSNARE1,5.135173134,5.492748524,2.99768627,2.861668025,5.247648202,2.651871041,5.332024901,5.574261826,2.086733875,4.20528929,6.434960583,7.247395526,5.930868373,2.244234338,6.95867065,2.448648108,3.019683889,5.060251132,6.7253053,7.182514569,4.945446214,6.444394912,4.896648894,2.411183869,7.105756229
rs10936224>NA,5.340186825,0.139681668,5.28123841,1.425439475,0.129124657,0.158145859,1.40778333,0.204233657,0.126405571,4.746292945,5.172464259,1.61569544,5.106715781,1.448221529,0.143214137,1.466230386,1.355523243,5.243060881,5.10152915,5.253601945,1.460514066,0.122261581,4.972638613,4.942420721,0.100117638
cg07234876>NA,5.049784281,1.637042185,5.231333227,1.906126787,3.559309715,4.322121762,1.384545709,4.90512458,4.022591073,6.405268965,5.078862703,1.930814548,2.201929165,1.748905312,4.632547407,1.469033202,1.690439142,4.247184242,6.204975779,5.417928567,6.745890291,1.688340171,5.037123283,4.445453694,2.058418655
rs10796216>NA,5.925324485,1.42800804,1.353898433,5.878129263,5.788739927,5.585048687,1.43991678,1.386577798,5.861331412,5.334333266,1.485557388,0.077997389,1.448884061,0.091698146,1.44562879,0.099271183,1.440860991,5.893767743,0.128132963,0.068197283,1.463977169,0.094293834,0.068408413,1.411938679,1.638444517
