gene_id,Groups,Category,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54
cpg985,Group,D2,0.716001181,0.793334211,0.645566267,0.315028147,0.719929206,0.597833175,0.645112187,0.736697832,0.709203488,0.669702434,0.639300368,0.762167832,0.653741263,0.657880032,0.715830803,0.728065357,0.698474808,0.665947118,0.636275119,0.715648501,0.658032175,0.648628034,0.422420983,0.647478187,0.664951311,0.718207951,0.570549236,0.305387798,0.509856455,0.448269519,0.339514352,0.563691714,0.344317763,0.717375073,0.61625565,0.238309914,0.479286049,0.58548203,0.754921307,0.77946317,0.675223289,0.589835099,0.727839435,0.66274048,0.61921307,0.743440952,0.775046905,0.60594987,0.553120091,0.736305347,0.377928061,0.432157403,0.486654738,0.07912668
cpg986,Group,D2,0.716729248,0.72864976,0.635097422,0.623611733,0.516492342,0.589960011,0.671480251,0.630125216,0.69132349,0.641953605,0.542705946,0.703766176,0.633744036,0.588954586,0.565270627,0.619719227,0.586218685,0.429764087,0.575365432,0.624943879,0.680504362,0.719952743,0.406603987,0.555295326,0.608388729,0.64632254,0.256948482,0.353557579,0.668466594,0.631513179,0.6198076,0.542235159,0.654037585,0.698331993,0.759639,0.533901112,0.709153462,0.673751578,0.609637107,0.453075951,0.61372849,0.614814992,0.63365719,0.746574149,0.720699006,0.738460816,0.194825037,0.643207021,0.632131814,0.709743166,0.572287842,0.69305031,0.453473622,0.851397394
cpg987,Group,D2,0.950341839,0.93444381,0.934042236,0.95368502,0.950306477,0.880952264,0.918757208,0.865053184,0.936983068,0.91635421,0.863200813,0.910078646,0.913229362,0.917302107,0.945109109,0.931398237,0.930472708,0.915859118,0.931893469,0.921659989,0.901831401,0.898496807,0.931680289,0.907413388,0.914807478,0.938908199,0.888166458,0.953668558,0.920336794,0.937690697,0.783603742,0.740332364,0.818230991,0.934615198,0.867490369,0.944640676,0.933391899,0.915585822,0.91230992,0.889812072,0.93230555,0.936069692,0.916364245,0.937931196,0.938097559,0.875892885,0.902593129,0.941582346,0.89758148,0.914115502,0.912093087,0.945334518,0.925597401,0.924845423
cpg988,Group,D2,0.30908323,0.29320664,0.369775446,0.394859987,0.30697172,0.393637211,0.290846315,0.291130749,0.313005456,0.325912749,0.357413946,0.294625801,0.395369598,0.325513753,0.332533182,0.348518819,0.393425666,0.318812217,0.344227134,0.334499519,0.277534654,0.324608776,0.359874896,0.44312632,0.299479884,0.298444771,0.432176651,0.417058905,0.358307685,0.358943324,0.354317097,0.7664169,0.259161315,0.403652613,0.409181808,0.496593624,0.631181991,0.45189465,0.215182922,0.589173011,0.390349104,0.133111144,0.498336092,0.130026174,0.208403626,0.263124832,0.439291217,0.280140487,0.510977935,0.536789718,0.481586869,0.325924742,0.308530357,0.041582667
cpg989,Group,D2,0.81670165,0.88840131,0.841186841,0.903101379,0.902055809,0.785292442,0.875911102,0.874015728,0.876331328,0.878230567,0.861429859,0.902103403,0.896835479,0.828867989,0.887297417,0.818574676,0.840264552,0.890742488,0.850372356,0.88457365,0.872029255,0.883566433,0.815120482,0.891139415,0.904548233,0.869602069,0.772786398,0.867155785,0.890421167,0.907064157,0.858606644,0.880255981,0.897086122,0.876242364,0.90076689,0.86801824,0.920810611,0.746131976,0.90791567,0.861317258,0.871437273,0.873042977,0.916206652,0.233532073,0.875583849,0.889058814,0.869235761,0.780881469,0.871418761,0.856601312,0.850630145,0.882647597,0.878309886,0.614001747
cpg990,Group,D2,0.857103342,0.8641692,0.823388947,0.873385082,0.893961522,0.79746181,0.726237052,0.86258925,0.896310342,0.755158644,0.779272344,0.829343568,0.805595833,0.874596966,0.820102403,0.711236885,0.847535747,0.737495266,0.810086147,0.890666533,0.77981312,0.843862169,0.619690161,0.825936215,0.89183461,0.820051331,0.567475981,0.842743035,0.876214647,0.851572226,0.899694049,0.903819708,0.894937289,0.89665596,0.887886222,0.852087271,0.867097004,0.901043004,0.903426273,0.922228144,0.876645494,0.948019831,0.922924609,0.91107349,0.898897487,0.807980786,0.927214694,0.924706176,0.925926186,0.949189469,0.851090369,0.835451792,0.898583699,0.656488663
cpg991,Group,D2,0.729939649,0.83452878,0.725919754,0.383148839,0.777012344,0.633696898,0.688213491,0.734252132,0.779295108,0.77930888,0.751351684,0.764881021,0.761288875,0.686230861,0.633967668,0.802850816,0.84842699,0.680926894,0.643629979,0.773275928,0.723097988,0.714991911,0.458672059,0.721251971,0.59333677,0.751150795,0.607074615,0.37950323,0.575406388,0.421128316,0.155570962,0.402550617,0.317873666,0.428049806,0.507660051,0.268522591,0.658615145,0.701127593,0.763594425,0.534190755,0.740644271,0.791031466,0.422263935,0.356247157,0.706755947,0.714818346,0.601677864,0.539477218,0.67835252,0.522170699,0.51569546,0.277279238,0.22232125,0.436486257
cpg992,Group,D2,0.623266944,0.600726073,0.60199254,0.625021799,0.590207799,0.6434682,0.638134539,0.575004222,0.640577958,0.60081266,0.567107664,0.656984321,0.59202426,0.640656195,0.55851751,0.606264594,0.608238204,0.614477373,0.616705553,0.634080526,0.608815065,0.617406769,0.449956475,0.559947899,0.599429361,0.610253789,0.454272707,0.582139588,0.646601813,0.572136013,0.56220329,0.708834637,0.520487831,0.550891658,0.428634411,0.559439272,0.710533477,0.563867097,0.54158745,0.382947449,0.724481639,0.501592924,0.625696588,0.522795514,0.649255433,0.745549108,0.609364187,0.509999608,0.527855295,0.740759707,0.627296939,0.544017727,0.568336228,0.279984328
cpg993,Group,D2,0.947913437,0.962111568,0.956518692,0.940155776,0.965943191,0.950333101,0.95150486,0.949055104,0.952602163,0.950302653,0.961572238,0.954695871,0.968862447,0.944485658,0.955571437,0.954917495,0.961821457,0.957674813,0.942340906,0.958296759,0.948280132,0.951869822,0.939715389,0.958116167,0.943374332,0.935981303,0.951494621,0.943970309,0.933179151,0.945594997,0.895597227,0.913629176,0.92090903,0.957884908,0.95646261,0.902246652,0.955226266,0.957278843,0.944803243,0.945908032,0.96582249,0.945201539,0.954918416,0.944725278,0.941788138,0.951305672,0.946833694,0.927976091,0.944120173,0.960704638,0.953926768,0.943293108,0.929111932,0.942668123
cpg994,Group,D2,0.011743913,0.017463955,0.01840029,0.019468219,0.014584535,0.019061401,0.014718903,0.015404456,0.020866444,0.02338955,0.018563675,0.01313525,0.016577637,0.021737443,0.02275415,0.016518331,0.015545574,0.012401134,0.019518252,0.021961982,0.013143917,0.052012908,0.022147797,0.019763193,0.01648809,0.013835375,0.05265757,0.357273109,0.018651466,0.012045075,0.014986504,0.015788285,0.244345415,0.017434547,0.104995868,0.04866429,0.529834098,0.492507081,0.020709678,0.904588373,0.014317951,0.01521697,0.024535753,0.020337219,0.011001763,0.015591505,0.885647704,0.013022545,0.023673735,0.016002557,0.387158487,0.016199162,0.01521839,0.875801641
cpg995,Group,D2,0.716267112,0.765943342,0.708630365,0.440239963,0.761541348,0.806947804,0.776120563,0.827783674,0.813747728,0.872546313,0.840577396,0.830359057,0.846966975,0.780130968,0.816467937,0.864375222,0.826690009,0.728935351,0.807225091,0.845206355,0.750426096,0.873589702,0.785641097,0.865946577,0.618534599,0.788843068,0.723721249,0.470096438,0.88479573,0.691092933,0.692301321,0.843841614,0.754479137,0.877386374,0.800799158,0.304121517,0.823995853,0.756728502,0.82382294,0.797795688,0.695916015,0.891775503,0.834279632,0.732151912,0.770816469,0.653353501,0.848500312,0.826185114,0.801091965,0.886861365,0.593833549,0.566296183,0.802246189,0.109388539
cpg996,Group,D2,0.877997344,0.792810909,0.834296611,0.928812563,0.878527999,0.893897041,0.873957628,0.845717575,0.861160965,0.835838101,0.851333114,0.840600187,0.908446016,0.823060156,0.865561528,0.868450151,0.815326081,0.913208844,0.886590645,0.839229283,0.772063664,0.883048664,0.874975408,0.920907165,0.901770393,0.832172362,0.868470013,0.897797288,0.899951986,0.898236641,0.894802915,0.851478709,0.900819567,0.871792635,0.898702973,0.907502791,0.787157018,0.756372826,0.901018332,0.851075655,0.84202308,0.762621856,0.710337291,0.737281425,0.777859283,0.901697902,0.820382851,0.784141417,0.892675424,0.888355572,0.901269982,0.855284147,0.870329983,0.123538138
cpg997,Group,D2,0.953273431,0.94884977,0.926403855,0.865209138,0.748251747,0.944352615,0.934912311,0.91746861,0.926654922,0.907807511,0.93922208,0.899759254,0.931241455,0.890735423,0.946899585,0.886811938,0.883745871,0.913197372,0.930263847,0.94396459,0.908323047,0.914210153,0.934518121,0.916971956,0.931424946,0.950036007,0.911493454,0.919222143,0.91630393,0.928361832,0.92938977,0.917308776,0.924318702,0.943778296,0.923758886,0.910850573,0.937346132,0.902553543,0.915571605,0.900017639,0.888665358,0.837206712,0.909570821,0.934929336,0.893928867,0.926007529,0.915240647,0.928702779,0.920183074,0.925357204,0.922308218,0.873284295,0.925288942,0.951557222
cpg998,Group,D2,0.883136657,0.873325531,0.89471965,0.822533295,0.841349196,0.879207863,0.895399351,0.916193311,0.859885272,0.822203069,0.842282423,0.88878323,0.909533717,0.77952328,0.873818813,0.867616434,0.886604231,0.815345008,0.872755024,0.907376791,0.858719846,0.875493186,0.834719542,0.89624755,0.832508992,0.87659752,0.908879247,0.836962183,0.818521712,0.814368551,0.674680368,0.724841173,0.751096403,0.672417959,0.841726582,0.726100952,0.900874679,0.717903914,0.782284516,0.71856566,0.762619508,0.84380274,0.865151724,0.853455956,0.867945698,0.84428958,0.483354703,0.886605534,0.84260287,0.633882277,0.814337086,0.816373457,0.873073473,0.960992937
cpg999,Group,D2,0.807402137,0.828061453,0.769464471,0.665380643,0.840371437,0.761845367,0.730849784,0.692239979,0.814168201,0.778235299,0.699631177,0.712474478,0.762976855,0.780198862,0.76998028,0.709780243,0.780522577,0.683938951,0.672642798,0.728140551,0.742893604,0.762982386,0.77829508,0.756550491,0.813295271,0.727473483,0.781498284,0.698082235,0.790162256,0.766674464,0.424128719,0.400126894,0.648259356,0.779446976,0.791002408,0.63461423,0.762118634,0.614092757,0.749714416,0.098325966,0.843451911,0.836238354,0.822114308,0.817789777,0.750193878,0.847682267,0.193270652,0.836497693,0.729089918,0.79240469,0.752769824,0.721946774,0.846189177,0.937227345
cpg1000,Group,D2,0.836820448,0.835964277,0.854177715,0.782832551,0.845177754,0.791242751,0.820088729,0.839519074,0.845879907,0.830134071,0.85776033,0.865121502,0.817359897,0.812352844,0.74355574,0.866918971,0.778399241,0.75933556,0.761222945,0.818927157,0.841305708,0.796454022,0.797424961,0.748658288,0.88279413,0.809804457,0.662114134,0.74266342,0.800860175,0.85388301,0.705773703,0.71680224,0.790400215,0.808632927,0.785552709,0.809756348,0.855360674,0.851742242,0.826373334,0.762401823,0.864384489,0.872133402,0.860449722,0.768682233,0.807307979,0.845536755,0.787747438,0.851762643,0.827935344,0.873522532,0.767349494,0.840650512,0.847093836,0.926092653
cpg1001,Group,D2,0.269404898,0.389605921,0.251803219,0.496880026,0.222099861,0.280165876,0.284839887,0.22333607,0.29603483,0.301768362,0.293166708,0.3479745,0.294795653,0.279426952,0.383663343,0.31666834,0.304056217,0.254109573,0.307819016,0.225983166,0.20675818,0.356957208,0.439142005,0.392798567,0.387516719,0.28003118,0.378067449,0.380437257,0.469998134,0.472698841,0.797517508,0.208353352,0.456427716,0.212468497,0.412484806,0.609684431,0.577191455,0.718652722,0.388799426,0.141746715,0.47337726,0.135169728,0.591777645,0.165535018,0.417654123,0.172288156,0.436179619,0.627690617,0.437298631,0.637960235,0.382762436,0.339676487,0.294867143,0.123279109
cpg1002,Group,D2,0.100247442,0.097808947,0.146304749,0.151393426,0.155850023,0.123280872,0.185892619,0.067686847,0.258574454,0.215893969,0.238524875,0.162746778,0.089724371,0.171731166,0.071108384,0.111031644,0.112604822,0.074467642,0.116166769,0.161061884,0.141472612,0.123011932,0.143608635,0.151486286,0.18066788,0.117639129,0.029614403,0.284134302,0.061336838,0.42574193,0.450494501,0.505189028,0.66902969,0.33051445,0.547357995,0.225738431,0.544624487,0.433883194,0.546453101,0.809072684,0.454450436,0.137187272,0.691036469,0.373658003,0.408764502,0.716132345,0.75557289,0.711287102,0.554572056,0.717164004,0.391395301,0.388615768,0.234914595,0.110440426
cpg1003,Group,D2,0.658808198,0.562164517,0.5801825,0.668267432,0.568444994,0.582191267,0.607411948,0.508608733,0.552708645,0.580912273,0.655819651,0.597400248,0.577690116,0.562310829,0.61207488,0.55186559,0.616477232,0.58618814,0.587970628,0.538486797,0.560070122,0.592310305,0.575284556,0.599014962,0.584014593,0.639339668,0.538022522,0.713233336,0.618358008,0.74495328,0.709172766,0.744663825,0.738595852,0.62310205,0.700546699,0.697415568,0.725033702,0.713628475,0.764634326,0.795876914,0.71483815,0.738639961,0.772617677,0.681494467,0.654079517,0.56631935,0.785107442,0.73611332,0.730320656,0.744223709,0.696509261,0.709492217,0.643615577,0.162580578
cpg1004,Group,D2,0.893398967,0.876489078,0.884027872,0.914714077,0.848784617,0.885134757,0.838120286,0.774407286,0.882445122,0.828360894,0.79170981,0.846392703,0.860422315,0.82424539,0.872988264,0.821537026,0.8684457,0.80998556,0.886956112,0.838428429,0.855912883,0.856939528,0.748243516,0.799444081,0.880667789,0.83593855,0.76094254,0.873706791,0.831985009,0.877193251,0.889361081,0.900722563,0.914099821,0.883029391,0.863987792,0.931821286,0.877350085,0.93185079,0.877613187,0.856885143,0.890830176,0.826790177,0.846370211,0.87961971,0.892460486,0.808088015,0.805956493,0.874829,0.910740059,0.880621444,0.877081746,0.894116282,0.854756541,0.785034413
cpg1005,Group,D2,0.575692987,0.705541905,0.556681736,0.382875176,0.573140094,0.486620033,0.615606745,0.588636074,0.584906032,0.615728699,0.538178552,0.676303546,0.540468811,0.625369064,0.572694542,0.580227967,0.65515614,0.59912878,0.492848215,0.617662046,0.622887806,0.560874294,0.375056941,0.544576952,0.574978348,0.541178548,0.438322212,0.301822361,0.469085093,0.704752106,0.547049041,0.610537921,0.613775015,0.717360323,0.713661404,0.44898634,0.688500047,0.745969404,0.767780279,0.823362204,0.772155244,0.766335523,0.874480379,0.122976183,0.735784534,0.807096062,0.810252968,0.704623483,0.749786244,0.856866659,0.52666662,0.370118147,0.633466663,0.105332914
cpg1006,Group,D2,0.108534756,0.152536624,0.092705263,0.177927621,0.12331903,0.149548251,0.147113444,0.105255133,0.094318575,0.155343535,0.115846531,0.119091432,0.131160587,0.137628318,0.158905829,0.138346938,0.185045564,0.117871619,0.140728203,0.122614873,0.150713002,0.166886047,0.082474683,0.114512927,0.099345949,0.164782642,0.095113657,0.145197353,0.215367265,0.186900052,0.10159463,0.455156213,0.16029387,0.215844073,0.137404205,0.243157187,0.28645188,0.098676878,0.199669654,0.533586528,0.272367465,0.041765867,0.64927132,0.166813319,0.171050432,0.091695075,0.431380388,0.564793875,0.373840521,0.235449376,0.143538941,0.155303339,0.069342916,0.723781807
cpg1007,Group,D2,0.923555801,0.950837233,0.940849357,0.939337882,0.942759105,0.939634789,0.936266434,0.923172967,0.931985425,0.932700077,0.924685687,0.947815636,0.943924958,0.90259266,0.944667953,0.907560801,0.91685942,0.936702808,0.912856828,0.92282622,0.924319092,0.942748155,0.915186593,0.947240299,0.942534409,0.93712127,0.928925194,0.938031201,0.932408523,0.943943878,0.938572012,0.929663427,0.925551887,0.937562166,0.936511332,0.934933583,0.913831861,0.927768647,0.927948243,0.909343468,0.935183777,0.917679419,0.88158339,0.914684447,0.919320627,0.914823557,0.927375306,0.896775818,0.941792545,0.924796873,0.920059364,0.949323933,0.911901202,0.921660712
cpg1008,Group,D2,0.808163175,0.884993503,0.824028614,0.882224432,0.890987948,0.864759092,0.777695932,0.758707446,0.846986591,0.846609907,0.839649954,0.795132806,0.828683267,0.816025249,0.844745351,0.836941373,0.797121607,0.756256127,0.841871221,0.850993554,0.758016237,0.843267054,0.896103639,0.87551669,0.768510154,0.793478381,0.865186029,0.66303353,0.846589203,0.887305812,0.631841835,0.426578558,0.859590231,0.849881019,0.872252252,0.935126315,0.919619023,0.896181329,0.880731397,0.65723252,0.906050525,0.887892947,0.872162222,0.724982604,0.905369726,0.849215361,0.507901706,0.86912955,0.840428536,0.730473207,0.892342553,0.829012911,0.692322877,0.176764281
cpg1009,Group,D2,0.770074437,0.743599977,0.74046009,0.663790327,0.752896464,0.622204347,0.759326063,0.718891349,0.768148438,0.692592699,0.705329333,0.717181121,0.694806199,0.590759605,0.644274258,0.641946604,0.700115741,0.710625616,0.602064647,0.755878272,0.728078892,0.734711078,0.629062195,0.622045757,0.772747544,0.723967849,0.463117396,0.600348003,0.728012734,0.752087316,0.761943402,0.754883845,0.731220358,0.777248281,0.804215896,0.704361568,0.76574885,0.779593186,0.790253169,0.794025386,0.758837357,0.783108987,0.852962279,0.629729278,0.795753213,0.857083011,0.85184339,0.729705955,0.814794871,0.816530208,0.667066194,0.741143023,0.655284291,0.901005267
cpg1010,Group,D2,0.965526556,0.952994573,0.958370286,0.958473753,0.96158063,0.961438402,0.969709826,0.957321487,0.95923941,0.958815198,0.963570787,0.964449951,0.970867218,0.9569606,0.961205519,0.960347963,0.967128769,0.97219398,0.962272341,0.964082354,0.965233565,0.966563967,0.963040807,0.967053282,0.967152587,0.964960722,0.964483811,0.96892248,0.957087415,0.967884098,0.963036347,0.957828811,0.961561949,0.952640034,0.956983219,0.956194039,0.966027171,0.962540387,0.968344916,0.966002966,0.961947707,0.972507621,0.962938038,0.952200148,0.969679875,0.969427229,0.961895212,0.968966318,0.959744323,0.971460989,0.967556328,0.959452398,0.958934212,0.96231615
cpg1011,Group,D2,0.783383369,0.608049259,0.882158676,0.845616704,0.758406583,0.773198928,0.862723898,0.757430043,0.721350673,0.739102106,0.720304874,0.707208943,0.881526035,0.828313149,0.740587535,0.798908044,0.730583094,0.802496499,0.7395601,0.879450587,0.696020888,0.838008666,0.901023205,0.800634067,0.912377682,0.80531856,0.713563748,0.72566378,0.790739403,0.916671865,0.524535116,0.781768208,0.516252505,0.831714873,0.864213469,0.86646322,0.84087186,0.906962311,0.91521345,0.626844199,0.887612588,0.850196908,0.93875232,0.491998495,0.8587813,0.914549774,0.785999938,0.296893015,0.910061559,0.915261358,0.858036517,0.629384885,0.74583302,0.121186478
cpg1012,Group,D2,0.089582636,0.09901513,0.231562436,0.226329229,0.117739518,0.197158636,0.152332305,0.169463343,0.101875542,0.11173822,0.106755276,0.153932622,0.136045417,0.096648056,0.092518476,0.1403644,0.22259563,0.220723633,0.128495944,0.209335767,0.085907202,0.146877523,0.120825225,0.173344939,0.183279405,0.099189924,0.281590657,0.144813113,0.085720733,0.142050161,0.042659932,0.456199271,0.050539497,0.06518535,0.11209852,0.190595911,0.17162293,0.084128134,0.173209744,0.33626283,0.089040523,0.103254948,0.211433469,0.048283129,0.307609149,0.042857161,0.378070935,0.090181857,0.08412082,0.097135975,0.127168064,0.13820038,0.090223825,0.067169527
